Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,Unique_ID,Image_Path
Pantheon,"Shakun Hotels and Resorts,C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Continental,  Asian",4.7,7,2600,65f32bde-f4a9-4649-b49b-017c42f1783f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/65f32bde-f4a9-4649-b49b-017c42f1783f.png
Rawat Restaurant,"Sindhi Camp, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",4.4,7,800,e9eec6b3-10b2-40d2-ac29-aea42b88a42e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e9eec6b3-10b2-40d2-ac29-aea42b88a42e.png
Nibs Experia,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Italian,  Continental,  Desserts,  Fast Food",3.7,27,800,6c8ddada-a48e-4999-805c-962ad0e3aa92,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6c8ddada-a48e-4999-805c-962ad0e3aa92.png
The Night Jar,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental,  Chinese",4.2,296,1100,0a785479-3a5b-4d45-9bda-595b794a43c8,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0a785479-3a5b-4d45-9bda-595b794a43c8.png
The Wine Spring - Wine Bistro & Deli,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Continental",3,5,1200,28198a3a-7002-4d30-babc-947a80c937a8,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/28198a3a-7002-4d30-babc-947a80c937a8.png
Handi Fusion,"Hotel Maya Mansion,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Italian,  Chinese",4.1,28,1600,5b1aec8c-edb2-4b7e-b250-e2fbf032ca97,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5b1aec8c-edb2-4b7e-b250-e2fbf032ca97.png
Looters,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Fast Food,  Burger",3.3,10,400,d340dfeb-a013-4efb-ad13-0c61b25a6e0a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d340dfeb-a013-4efb-ad13-0c61b25a6e0a.png
Kalyan Rooftop And Indoor Restaurant,"Gopalbari, North Jaipur", North Jaipur,Jaipur,"North Indian,  Chinese,  South Indian",3,5,1000,e2ebba43-6df3-4678-a5b2-b27ba1d772ed,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e2ebba43-6df3-4678-a5b2-b27ba1d772ed.png
COCO - Coffee and Company,"Bani Park, Central Jaipur", Central Jaipur,Jaipur,"Finger Food,  Coffee",4.7,5,400,978bbeea-8119-4b70-8708-0b4178a57713,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/978bbeea-8119-4b70-8708-0b4178a57713.png
Jaipur Blues,"Bais Godam, Central Jaipur", Central Jaipur,Jaipur,"Italian,  Chinese,  Street Food,  Fast Food",3.5,2,800,c0fda918-383a-4183-8e83-68c517eaeb6e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c0fda918-383a-4183-8e83-68c517eaeb6e.png
#BC,"WelcomHeritage Traditional Haveli,Bani Park, Central Jaipur", Central Jaipur,Jaipur,North Indian,4,24,2000,13fdf773-a9c8-4069-9026-f8ce1f075278,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/13fdf773-a9c8-4069-9026-f8ce1f075278.png
Brown Sugar Grand,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4,87,900,d3d08732-0d91-4023-8ae9-ba7d0ce34bde,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d3d08732-0d91-4023-8ae9-ba7d0ce34bde.png
Vetiver - Shakun Hotels Resorts,"Shakun Hotels and Resorts,C Scheme, Central Jaipur", Central Jaipur,Jaipur,Finger Food,4,1,2000,260d77e1-06db-4f26-bdb8-955a4d7f79e4,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/260d77e1-06db-4f26-bdb8-955a4d7f79e4.png
Playboy Club,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Asian,  North Indian,  Chinese,  Japanese",4,40,2400,742c5e47-804d-44e9-8e71-4015146d5b3d,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/742c5e47-804d-44e9-8e71-4015146d5b3d.png
Skyfall By Replay,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,144,2000,5e44d4ad-bbeb-4654-bcd2-c03e3eca2534,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5e44d4ad-bbeb-4654-bcd2-c03e3eca2534.png
MS3 Drinking Chowpatty,"Sodala, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Pizza",4.5,56,500,cf12c4b7-0ab1-4a81-b454-e4304eb5bae0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/cf12c4b7-0ab1-4a81-b454-e4304eb5bae0.png
Surya Mahal,"Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Rajasthani",4.6,77,1000,0a38e8e9-a0e7-4d6b-a7d5-4fce160542ad,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0a38e8e9-a0e7-4d6b-a7d5-4fce160542ad.png
Handi Restaurant,"Hotel Maya Mansion,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental,  Mughlai",4.1,44,1000,dc16fde3-2ba0-4c28-b73f-198152043c2a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/dc16fde3-2ba0-4c28-b73f-198152043c2a.png
Chaisa,"Lal Kothi, Central Jaipur", Central Jaipur,Jaipur,"Fast Food,  Tea",4.6,43,800,1c00fcd5-6b6f-4469-b1c1-8142ec5b3917,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1c00fcd5-6b6f-4469-b1c1-8142ec5b3917.png
Pablo,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Oriental ",3,6,1900,c0b9ae1a-3653-49c7-af25-b00e8166bb87,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c0b9ae1a-3653-49c7-af25-b00e8166bb87.png
14 Tables,"Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental",4.6,15,1700,0ab80681-8ca8-4655-819e-7290055f4155,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0ab80681-8ca8-4655-819e-7290055f4155.png
Brown Sugar Bistro,"Axis Mall,C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",3.9,22,900,fb824141-827f-4465-befc-2446a8844bc0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fb824141-827f-4465-befc-2446a8844bc0.png
Henry's The Pub,"Hotel Park Prime,C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Continental,  European",3.6,22,1500,e1924430-3470-4b3a-a9c9-57bc09740fdd,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e1924430-3470-4b3a-a9c9-57bc09740fdd.png
Dal Bati Churma,"Bani Park, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Rajasthani",4.1,15,400,15ae7e34-26a6-4e6c-9dad-f0eec9dcb892,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/15ae7e34-26a6-4e6c-9dad-f0eec9dcb892.png
Stardust,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Chinese",4,153,1900,3ce839a8-023e-46c7-b3ea-9592efea8ab9,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3ce839a8-023e-46c7-b3ea-9592efea8ab9.png
Ten Twisters,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Barbecue,  Mughlai",4,23,1500,38fccbff-8f13-4258-9fbb-f416e58dd97a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/38fccbff-8f13-4258-9fbb-f416e58dd97a.png
Brown Bites,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Bakery and Confectionary,  Coffee,  Fast Food",2.5,2,900,562dceff-b0fd-4f3f-8b7a-922026392acd,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/562dceff-b0fd-4f3f-8b7a-922026392acd.png
Vegetrainian,"Lal Kothi, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian,  Chinese",4,59,1000,fde36f7f-c8db-42ef-8922-1fdbedcbf99b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fde36f7f-c8db-42ef-8922-1fdbedcbf99b.png
Shikaar Bagh,"Hotel Narain Niwas Palace,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,Multi-Cuisine,4.4,30,2000,c9ba0a7b-0188-44f5-a6f6-5b2cc5557fbc,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c9ba0a7b-0188-44f5-a6f6-5b2cc5557fbc.png
Cafe Viva,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese,  Italian,  Seafood",4.5,2,1300,43ff3612-3c81-400b-a03e-9ebb8c70516b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/43ff3612-3c81-400b-a03e-9ebb8c70516b.png
Marigold,"Golden Tulip,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental,  Oriental ",3.8,6,2000,f8dd4ee2-4265-4706-b57e-ac4a497c49ba,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f8dd4ee2-4265-4706-b57e-ac4a497c49ba.png
House Of Beans,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Italian,  Fast Food",3.8,6,600,7fca23f4-fa66-4072-a3e2-4696ed647e2e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7fca23f4-fa66-4072-a3e2-4696ed647e2e.png
Krystal Bar,"Hilton Hotel,Bais Godam, Central Jaipur", Central Jaipur,Jaipur,Finger Food,2.5,6,3200,55f68133-abe8-4b19-b5bc-9c8ea45f04da,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/55f68133-abe8-4b19-b5bc-9c8ea45f04da.png
Safa,"Golden Tulip,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,Finger Food,3.6,5,1800,5a7ce4ba-3648-4b9d-8cca-d99cdb1d0f69,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5a7ce4ba-3648-4b9d-8cca-d99cdb1d0f69.png
T.Y.H - The Robot Restaurant,"Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Italian,  Mexican",3.7,154,1100,f8269095-5430-46c3-951d-12ef0b499bcb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f8269095-5430-46c3-951d-12ef0b499bcb.png
Jazz Club,"Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Italian",5,1,900,0582f846-031d-4da4-9160-c0258fce7d95,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0582f846-031d-4da4-9160-c0258fce7d95.png
RJ 14,"Ajmer Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  South Indian",4.1,156,1300,05c89f2b-5310-437b-8f0b-42f13f740988,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/05c89f2b-5310-437b-8f0b-42f13f740988.png
Shyam Darbaar,"Bais Godam, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food,  Italian,  South Indian",3.6,18,700,352a309d-1d2b-4cef-a0fd-1e33a3f2b1c6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/352a309d-1d2b-4cef-a0fd-1e33a3f2b1c6.png
Chawla's Restaurant,"Sodala, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese",4.9,17,700,aa34495b-d717-41c3-8b6f-c8e772fc86df,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/aa34495b-d717-41c3-8b6f-c8e772fc86df.png
Jaigarh Kitchen,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Fast Food",5,1,700,4af4fa84-c8d9-4544-bfe0-bdd0fefb2657,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4af4fa84-c8d9-4544-bfe0-bdd0fefb2657.png
The Socialite,"Tonk Road, South Jaipur", South Jaipur,Jaipur,Finger Food,4,84,2000,f0fcd7a4-89e7-4721-ac35-9ec3ba8fe930,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f0fcd7a4-89e7-4721-ac35-9ec3ba8fe930.png
The Eclectica,"Sodala, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian,  Fast Food",4.2,183,1400,5df26e51-73c7-485e-8f0f-b21f91ac1749,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5df26e51-73c7-485e-8f0f-b21f91ac1749.png
Cafe Viva Bar,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese,  Continental,  Thai",3,4,1200,097f80b9-20e3-4d85-b8d3-ca072a608e4b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/097f80b9-20e3-4d85-b8d3-ca072a608e4b.png
Pakwaan Skydeck Candlelight Dinner,"Bani Park, Central Jaipur", Central Jaipur,Jaipur,North Indian,4.6,14,3000,e79c3f9b-35d9-4106-84b2-5e71b16f0755,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e79c3f9b-35d9-4106-84b2-5e71b16f0755.png
Chum Bakk Cafe,"Shyam Nagar, West Jaipur", West Jaipur,Jaipur,"Fast Food,  North Indian,  Italian",4.4,27,1100,c0b43bdd-e989-4773-99b5-3a93f8021998,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c0b43bdd-e989-4773-99b5-3a93f8021998.png
The Buddy's Cafe,"Sodala, West Jaipur", West Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese",4.2,8,700,5b4ae79f-c2f1-41f1-a6b6-819968d4b2eb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5b4ae79f-c2f1-41f1-a6b6-819968d4b2eb.png
Fusion Restro,"Lal Kothi, Central Jaipur", Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,23,900,556d4c5c-d17c-4d1d-8aec-3ddbf02808df,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/556d4c5c-d17c-4d1d-8aec-3ddbf02808df.png
Pint House,"Sodala, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Lebanese",4.1,31,1100,9b5114ed-c7c1-471a-b864-131474e3176a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9b5114ed-c7c1-471a-b864-131474e3176a.png
BEATLES Bar & Lounge,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ",4.3,95,2100,fe298f0f-63d0-4974-8ce8-cf432db02549,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fe298f0f-63d0-4974-8ce8-cf432db02549.png
Mad Pops,"Mansarovar, South Jaipur", South Jaipur,Jaipur,"North Indian,  Mexican,  Italian",4.5,78,1500,b44f8919-abdf-45a7-9afc-e1f4b5423c42,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b44f8919-abdf-45a7-9afc-e1f4b5423c42.png
Decked Up By Garden Cafe,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian",4.3,118,1100,6c161320-3612-4a85-b3dd-a3be7b895c91,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6c161320-3612-4a85-b3dd-a3be7b895c91.png
The Messy Door,"Shastri Nagar, North Jaipur", North Jaipur,Jaipur,"Italian,  Shakes,  Waffle",4.5,30,700,94b68555-ad5e-4964-8312-a90722faf19c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/94b68555-ad5e-4964-8312-a90722faf19c.png
MALANA,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"North Indian,  Fast Food",4,61,1500,f39c50ef-ed7d-49bd-b39d-282055012322,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f39c50ef-ed7d-49bd-b39d-282055012322.png
The Momoz Hub,"Shyam Nagar, West Jaipur", West Jaipur,Jaipur,"Chinese,  Tibetan,  Fast Food",4.3,9,500,5ab38bd7-d4fa-46cf-a6fe-51dbdaa6a099,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5ab38bd7-d4fa-46cf-a6fe-51dbdaa6a099.png
Tikkad,"Sodala, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese",3.1,12,500,4b3c9c30-9469-4b4e-93d3-0ad886c29b74,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4b3c9c30-9469-4b4e-93d3-0ad886c29b74.png
Cafe Metanoia- Grand Uniara,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,"Italian,  Fast Food",4.5,34,1500,31fc8ef3-5529-4dd8-985a-ec67e71bba60,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/31fc8ef3-5529-4dd8-985a-ec67e71bba60.png
Pakwaan Restaurant,"Bani Park, Central Jaipur", Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese",3.5,2,900,c8cc822d-6ec4-434c-8c8c-67a297cc77fa,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c8cc822d-6ec4-434c-8c8c-67a297cc77fa.png
Quyu's Cafe,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  Italian,  Continental,  Fast Food",5,4,1100,fabf7822-943c-4680-b820-2602bb935be7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fabf7822-943c-4680-b820-2602bb935be7.png
Arogo,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,"North Indian,  South Indian,  Seafood",4.2,4,1400,9a2ba5bd-df6a-42fd-b981-9b4ae1f9b8f1,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9a2ba5bd-df6a-42fd-b981-9b4ae1f9b8f1.png
August House,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"Italian,  Mexican,  Continental",4.5,26,1300,24f041fe-be75-4aa1-8072-67ac4d469f98,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/24f041fe-be75-4aa1-8072-67ac4d469f98.png
Sky Beach,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Chinese",3.3,203,1400,c363ceb9-88f1-4ce5-a59a-7397c408bbdb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c363ceb9-88f1-4ce5-a59a-7397c408bbdb.png
Firewood,"Bapu Nagar, South Jaipur", South Jaipur,Jaipur,"North Indian,  Italian,  Chinese,  South Indian",4.2,41,1000,d20dd663-8c0d-46e7-ba78-c6e6e026082f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d20dd663-8c0d-46e7-ba78-c6e6e026082f.png
Sethia's Dana Pani,"Shyam Nagar, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",4.3,91,1100,a9b6e0f5-8767-497f-abb1-80c86022c3fc,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a9b6e0f5-8767-497f-abb1-80c86022c3fc.png
Esko Bar,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,Finger Food,4.2,7,1800,22455174-a2eb-40b9-bff5-dc61a86c05a5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/22455174-a2eb-40b9-bff5-dc61a86c05a5.png
Brassica Grill & Platters,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"North Indian,  Mughlai,  Chettinad",4.4,20,1300,7c03e1ab-e814-473b-8f1d-cd2956b7534e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7c03e1ab-e814-473b-8f1d-cd2956b7534e.png
TGIB : The Grand Indian Buffet,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"North Indian,  Asian,  Continental",3.9,115,1200,4bceee97-d455-4e7c-9593-b0ada7fd09e0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4bceee97-d455-4e7c-9593-b0ada7fd09e0.png
Tasty Vibes,"Raja Park, East Jaipur", East Jaipur,Jaipur,"North Indian,  Chinese,  South Indian,  Fast Food",5,1,500,5c8ace5f-cdd6-4408-8c2e-2985a10f4d4d,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5c8ace5f-cdd6-4408-8c2e-2985a10f4d4d.png
Baradari,"Pink CIty, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian,  Continental",4.4,30,2400,a4d08872-743f-4ae2-a2fc-1eb905eb0cf7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a4d08872-743f-4ae2-a2fc-1eb905eb0cf7.png
Burj,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur", East Jaipur,Jaipur,Finger Food,3.2,34,2000,9203fec5-fe10-4f89-b2ba-0a41a23d76c7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9203fec5-fe10-4f89-b2ba-0a41a23d76c7.png
Spicy Grilled Tikka & Curry Restaurant,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,North Indian,5,2,600,88ee0432-aae5-4793-83c9-ffa5730305f0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/88ee0432-aae5-4793-83c9-ffa5730305f0.png
Tooka Restobar,"Hotel Sarovar Premiere,Lal Kothi, Central Jaipur", Central Jaipur,Jaipur,Multi-Cuisine,3.5,3,2000,78759b16-f6e5-4a7d-8748-4e79991afe9f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/78759b16-f6e5-4a7d-8748-4e79991afe9f.png
OUT - Once Upon A Terrace,"Elements Mall,Ajmer Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Italian,  Continental",4.1,74,1000,8d8ce6f3-fffd-4e52-9c00-99d14a59ea4b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/8d8ce6f3-fffd-4e52-9c00-99d14a59ea4b.png
Richie Rich Cafe and Restaurant,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese,  Italian,  Fast Food",4.3,24,500,93a6d95b-27fa-4260-88dc-34409645cd53,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/93a6d95b-27fa-4260-88dc-34409645cd53.png
Nibs Cafe And Chocolateria,"Raja Park, East Jaipur", East Jaipur,Jaipur,"Italian,  Desserts",3.8,19,900,65e37105-1c26-49f6-a0e9-90248767d6f2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/65e37105-1c26-49f6-a0e9-90248767d6f2.png
Cosmos Jaipur,"Raja Park, East Jaipur", East Jaipur,Jaipur,"Fast Food,  Italian",4.3,2,600,28586af4-42b1-4004-95b0-e020edd7527d,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/28586af4-42b1-4004-95b0-e020edd7527d.png
Green Sugar,"Shyam Nagar, West Jaipur", West Jaipur,Jaipur,"North Indian,  Chinese,  Italian",5,2,800,835cb989-4596-4f43-9781-97c740318fee,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/835cb989-4596-4f43-9781-97c740318fee.png
Kebabs & Curries Company,"Brahmpuri, North Jaipur", North Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.4,53,1100,e4bcfc60-8f1f-418b-ac2e-ecf75670de36,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e4bcfc60-8f1f-418b-ac2e-ecf75670de36.png
Club Patio,"Hotel Dev Villas,Mansarovar, South Jaipur", South Jaipur,Jaipur,"North Indian,  Fast Food",4.6,87,1200,b7cc8fba-749a-4689-b96b-81d3c07fe2f0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b7cc8fba-749a-4689-b96b-81d3c07fe2f0.png
Piante  Kitchen And Bar,"Hotel Kings Corner,Raja Park, East Jaipur", East Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Mexican",3.9,17,1900,f4cc9ae5-9487-47e9-a9a9-46ec6d5224d6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f4cc9ae5-9487-47e9-a9a9-46ec6d5224d6.png
The Tattoo Cafe,"Chandpole, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Italian",4.2,3,1300,fe835730-9be4-4525-b9ad-d7fd20e7e09a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fe835730-9be4-4525-b9ad-d7fd20e7e09a.png
Pentagon Bar And Kitchen,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.8,54,1600,3df133c5-517b-4921-a6f2-077a8213fed4,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3df133c5-517b-4921-a6f2-077a8213fed4.png
HIVE Shack 24x7,"Raja Park, East Jaipur", East Jaipur,Jaipur,"North Indian,  Italian,  Fast Food",4.5,16,600,c19e50e3-7581-4f71-8b79-99c3117166ad,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c19e50e3-7581-4f71-8b79-99c3117166ad.png
Rominus Pizza and Burger,"Raja Park, East Jaipur", East Jaipur,Jaipur,"Fast Food,  Pizza",3.2,20,600,1f6ab123-f988-43c2-adc8-84aec7fc7dc6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1f6ab123-f988-43c2-adc8-84aec7fc7dc6.png
The Curio,"Raja Park, East Jaipur", East Jaipur,Jaipur,"North Indian,  Italian,  Chinese",4.4,102,800,91bfc2ac-ba39-4c60-b875-a09c934f3032,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/91bfc2ac-ba39-4c60-b875-a09c934f3032.png
